Query,Response,language,intent,Response_DE,Response_TA
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 6.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 6,4%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 6.4%ஆகும்.
How do I apply for a credit card?,"To apply for a credit card, visit our website and complete the online application form or visit a branch to apply in person.",en,unknown,"Um eine Kreditkarte zu beantragen, besuchen Sie unsere Website und füllen Sie das Online -Bewerbungsformular aus oder besuchen Sie eine Filiale, um sich persönlich zu bewerben.","கிரெடிட் கார்டுக்கு விண்ணப்பிக்க, எங்கள் வலைத்தளத்தைப் பார்வையிட்டு ஆன்லைன் விண்ணப்ப படிவத்தை பூர்த்தி செய்யுங்கள் அல்லது நேரில் விண்ணப்பிக்க ஒரு கிளையைப் பார்வையிடவும்."
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 9.5%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 9,5%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 9.5%ஆகும்.
வணிக கிரெடிட் கார்டுக்கு நான் எவ்வாறு விண்ணப்பிப்பது?,Apply to a business credit card by visiting our website and completing an online application or contacting our business credit sector.,ta,unknown,,எங்கள் வலைத்தளத்தைப் பார்வையிடுவதன் மூலமும் ஆன்லைன் விண்ணப்பத்தை நிறைவு செய்வதன் மூலமோ அல்லது எங்கள் வணிக கடன் துறையைத் தொடர்புகொள்வதன் மூலமோ வணிக கிரெடிட் கார்டுக்கு விண்ணப்பிக்கவும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 14.1%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 14,1%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 14.1%ஆகும்.
How do I set up a new savings account?,"To set up a new savings account, visit our website or a branch and provide the necessary identification and documentation.",en,unknown,"Um ein neues Sparkonto einzurichten, besuchen Sie unsere Website oder eine Filiale und geben Sie die erforderliche Identifizierung und Dokumentation an.","புதிய சேமிப்புக் கணக்கை அமைக்க, எங்கள் வலைத்தளம் அல்லது ஒரு கிளையைப் பார்வையிட்டு தேவையான அடையாளம் மற்றும் ஆவணங்களை வழங்கவும்."
Erzählen Sie mir von Ihren Diensten,"We lead the international bank and have branches in 5 cities around the world.We offer savings account, checking account, loans and credit cards.",de,unknown,"Wir führen die internationale Bank und haben Filialen in 5 Städten auf der ganzen Welt. Wir bieten Sparkonto, Girokonto, Darlehen und Kreditkarten.",
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 18.3%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 18,3%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 18.3%ஆகும்.
சேமிப்புக் கணக்குகளுக்கான உங்கள் தற்போதைய வட்டி விகிதங்கள் என்ன?,Visit our website for the most updated information on interest rates for savings accounts or contact the customer service.,ta,unknown,,சேமிப்புக் கணக்குகளுக்கான வட்டி விகிதங்கள் குறித்த மிகவும் புதுப்பித்த தகவல்களுக்கு எங்கள் வலைத்தளத்தைப் பார்வையிடவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.
How can I verify my account information?,Verify your account information by logging into your online banking account or contacting customer service for assistance.,en,unknown,"Überprüfen Sie Ihre Kontoinformationen, indem Sie sich in Ihrem Online -Banking -Konto anmelden oder den Kundendienst anmelden, um Unterstützung zu erhalten.",உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து அல்லது உதவிக்கு வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் உங்கள் கணக்கு தகவலை சரிபார்க்கவும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 11.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 11,3%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 11.3%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 19.6%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 19,6%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 19.6%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 18.6%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 18,6%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 18.6%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 14.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 14,8%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 14.8%ஆகும்.
see you,Sad to see you go :(,en,goodbye,"Traurig zu sehen, dass du gehst :(",நீங்கள் செல்வதைக் கண்டு வருத்தமாக இருக்கிறது :(
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 13.5%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 13,5%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 13.5%ஆகும்.
பட்ஜெட்டில் நான் உதவி பெற முடியுமா?,"Yes, we offer budget aid and financial planning services.Please contact us to plan a consultation with one of our consultants.",ta,unknown,,"ஆம், நாங்கள் பட்ஜெட் உதவி மற்றும் நிதி திட்டமிடல் சேவைகளை வழங்குகிறோம். எங்கள் ஆலோசகர்களில் ஒருவருடன் ஆலோசனையைத் திட்டமிட தயவுசெய்து எங்களை தொடர்பு கொள்ளவும்."
எனது ஆன்லைன் வங்கி கடவுச்சொல்லை மறந்துவிட்டால் நான் என்ன செய்ய வேண்டும்?,Reset your online bank password by following the instructions on the login page or contacting the customer service for help.,ta,unknown,,உள்நுழைவு பக்கத்தில் உள்ள வழிமுறைகளைப் பின்பற்றுவதன் மூலம் அல்லது உதவிக்காக வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் உங்கள் ஆன்லைன் வங்கி கடவுச்சொல்லை மீட்டமைக்கவும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 17.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 17,0%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 17.0%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 9.6%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 9,6%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 9.6%ஆகும்.
சரிபார்ப்பு கணக்கை வைத்திருப்பதன் நன்மைகள் என்ன?,"Checking accounts provides features such as easily accessing funds, direct deposit and test writing.Review our account options for more details.",ta,unknown,,"கணக்குகளைச் சரிபார்ப்பது நிதிகளை எளிதாக அணுகுவது, நேரடி வைப்பு மற்றும் சோதனை எழுதுதல் போன்ற அம்சங்களை வழங்குகிறது. மேலும் விவரங்களுக்கு எங்கள் கணக்கு விருப்பங்களை மதிப்பாய்வு செய்யவும்."
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 14.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 14,2%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 14.2%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 15.5%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 15,5%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 15.5%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 11.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 11,8%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 11.8%ஆகும்.
Can I set up a recurring transfer between my accounts?,"Yes, you can set up a recurring transfer by logging into your online banking account and scheduling the transfer under 'Transfer Funds.'",en,unknown,"Yes, you can set up a recurring transfer by logging into your online banking account and scheduling the transfer under 'Transfer Funds.'",
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 7.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 7,9%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 7.9%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 18.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 18,3%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 18.3%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 11.8%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 11,8%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 11.8%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 14.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 14,2%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 14.2%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 16.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 16,0%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 16.0%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 18.2%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 18,2%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 18.2%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 9.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 9,7%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 9.7%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 16.2%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 16,2%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 16.2%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 17.1%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 17,1%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 17.1%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 9.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 9,7%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 9.7%ஆகும்.
What should I do if I forget my online banking password?,Reset your online banking password by following the instructions on the login page or contacting customer service for assistance.,en,unknown,"Setzen Sie Ihr Online -Banking -Passwort zurück, indem Sie die Anweisungen auf der Anmeldeseite befolgen oder sich an den Kundendienst wenden, um Unterstützung zu erhalten.",உள்நுழைவு பக்கத்தில் உள்ள வழிமுறைகளைப் பின்பற்றுவதன் மூலம் அல்லது உதவிக்காக வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் உங்கள் ஆன்லைன் வங்கி கடவுச்சொல்லை மீட்டமைக்கவும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 14.6%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 14,6%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 14.6%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 9.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 9,4%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 9.4%ஆகும்.
How do I manage my account alerts?,Manage your account alerts by logging into your online banking account and accessing the 'Alerts' section to customize your notifications.,en,unknown,"Verwalten Sie Ihre Kontowarnungen, indem Sie sich in Ihrem Online -Banking -Konto anmelden und auf den Abschnitt ""Warnungen"" zugreifen, um Ihre Benachrichtigungen anzupassen.",உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து உங்கள் அறிவிப்புகளைத் தனிப்பயனாக்க 'எச்சரிக்கைகள்' பகுதியை அணுகுவதன் மூலம் உங்கள் கணக்கு விழிப்பூட்டல்களை நிர்வகிக்கவும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 20.0%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 20,0%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 20.0%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 11.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 11,7%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 11.7%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 19.8%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 19,8%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 19.8%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 19.4%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 19,4%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 19.4%ஆகும்.
How can I get help with online banking issues?,"For assistance with online banking issues, contact our customer support team or visit a branch for in-person help.",en,unknown,Für Unterstützung bei Online-Banking-Problemen wenden Sie sich an unser Kundendienstteam oder besuchen Sie eine Filiale für persönliche Hilfe.,"ஆன்லைன் வங்கி சிக்கல்களுக்கான உதவிக்கு, எங்கள் வாடிக்கையாளர் ஆதரவு குழுவைத் தொடர்பு கொள்ளுங்கள் அல்லது நேரில் உதவிக்கு ஒரு கிளையைப் பார்வையிடவும்."
What is the interest rate for a education loan?,The current interest rate for a education loan is 5.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 5,8%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 5.8%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 16.5%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 16,5%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 16.5%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 7.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 7,7%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 7.7%ஆகும்.
How can I apply for a car loan?,Apply for a car loan by visiting our website to complete the online application or visit a branch to discuss your options with a loan officer.,en,unknown,"Beantragen Sie einen Autokredit, indem Sie unsere Website besuchen, um die Online -Bewerbung abzuschließen, oder eine Filiale besuchen, um Ihre Optionen mit einem Kreditsachen zu besprechen.",ஆன்லைன் விண்ணப்பத்தை முடிக்க எங்கள் வலைத்தளத்தைப் பார்வையிடுவதன் மூலம் கார் கடனுக்கு விண்ணப்பிக்கவும் அல்லது கடன் அதிகாரியுடன் உங்கள் விருப்பங்களைப் பற்றி விவாதிக்க ஒரு கிளையைப் பார்வையிடவும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 8.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 8,4%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 8.4%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 17.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 17,8%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 17.8%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 10.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 10,0%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 10.0%ஆகும்.
How do I change my account settings?,Change your account settings by logging into your online banking account and navigating to the 'Settings' section.,en,unknown,"Ändern Sie Ihre Kontoeinstellungen, indem Sie sich in Ihrem Online -Banking -Konto anmelden und zum Abschnitt ""Einstellungen"" navigieren.",உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து 'அமைப்புகள்' பிரிவுக்குச் செல்வதன் மூலம் உங்கள் கணக்கு அமைப்புகளை மாற்றவும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 16.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 16,0%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 16.0%ஆகும்.
Kann ich international Geld überweisen?,"Yes, you can transfer money internationally.Further information on international transfer options and fees can be found in our website or contact customer service.",de,unknown,"Ja, Sie können Geld international überweisen. Weitere Informationen zu internationalen Transferoptionen und Gebühren finden Sie in unserer Website oder wenden Sie sich an den Kundendienst.",
எனது கணக்கை எவ்வாறு மூடுவது?,"To close your account, contact the customer service or visit a branch to complete the account closure process.",ta,unknown,,"உங்கள் கணக்கை மூட, வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள் அல்லது கணக்கு மூடல் செயல்முறையை முடிக்க ஒரு கிளையைப் பார்வையிடவும்."
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 11.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 11,9%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 11.9%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 15.1%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 15,1%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 15.1%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 10.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 10,9%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 10.9%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 13.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 13,9%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 13.9%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 15.6%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 15,6%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 15.6%ஆகும்.
How can I get a copy of my credit report?,You can request a copy of your credit report through the credit reporting agencies or check if it is available through your online banking account.,en,unknown,"Sie können eine Kopie Ihrer Kreditauskunft über die Kreditauskunfteien anfordern oder überprüfen, ob sie über Ihr Online -Banking -Konto verfügbar sind.",கடன் அறிக்கையிடல் முகவர் மூலம் உங்கள் கடன் அறிக்கையின் நகலை நீங்கள் கோரலாம் அல்லது உங்கள் ஆன்லைன் வங்கி கணக்கு மூலம் கிடைக்குமா என்பதை சரிபார்க்கலாம்.
Wie finde ich den nächsten Zweig oder Geldautomaten?,You can find the next branch or the next ATM with the branch tool on our website or mobile app.,de,unknown,Sie finden die nächste Filiale oder den nächsten Geldautomaten mit dem Zweig -Tool auf unserer Website oder mobilen App.,
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 18.6%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 18,6%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 18.6%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 11.9%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 11,9%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 11.9%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 5.8%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 5,8%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 5.8%ஆகும்.
கம்பி இடமாற்றங்கள் குறித்த உங்கள் கொள்கை என்ன?,Our policy on wire transfers has fees and limits that can be found on our website or by contacting customer service for detailed information.,ta,unknown,,"கம்பி இடமாற்றங்கள் குறித்த எங்கள் கொள்கையில் கட்டணங்கள் மற்றும் வரம்புகள் உள்ளன, அவை எங்கள் இணையதளத்தில் அல்லது விரிவான தகவல்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் காணலாம்."
Do you offer account protection services?,"Yes, we offer account protection services. Contact customer service or visit our website for information on available protection options.",en,unknown,"Ja, wir bieten Kontoschutzdienste an.Wenden Sie sich an den Kundendienst oder besuchen Sie unsere Website, um Informationen zu verfügbaren Schutzoptionen zu erhalten.","ஆம், நாங்கள் கணக்கு பாதுகாப்பு சேவைகளை வழங்குகிறோம்.கிடைக்கக்கூடிய பாதுகாப்பு விருப்பங்கள் குறித்த தகவலுக்கு வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள் அல்லது எங்கள் வலைத்தளத்தைப் பார்வையிடவும்."
Can I set up direct deposit for my paycheck?,"Yes, you can set up direct deposit by providing your employer with your account number and our bank's routing number.",en,unknown,"Ja, Sie können eine direkte Einzahlung einrichten, indem Sie Ihrem Arbeitgeber Ihre Kontonummer und die Routing -Nummer unserer Bank zur Verfügung stellen.","ஆம், உங்கள் முதலாளிக்கு உங்கள் கணக்கு எண் மற்றும் எங்கள் வங்கியின் ரூட்டிங் எண்ணை வழங்குவதன் மூலம் நேரடி வைப்புத்தொகையை அமைக்கலாம்."
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 7.7%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 7,7%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 7.7%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 9.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 9,2%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 9.2%ஆகும்.
What should I do if I suspect my account has been compromised?,Immediately contact our customer service to report the issue and take steps to secure your account from further unauthorized access.,en,unknown,"Wenden Sie sich sofort an unseren Kundendienst, um das Problem zu melden und Schritte zu ergreifen, um Ihr Konto über einen weiteren nicht autorisierten Zugriff zu sichern.","சிக்கலைப் புகாரளிக்க உடனடியாக எங்கள் வாடிக்கையாளர் சேவையைத் தொடர்பு கொண்டு, மேலும் அங்கீகரிக்கப்படாத அணுகலில் இருந்து உங்கள் கணக்கைப் பாதுகாக்க நடவடிக்கை எடுக்கவும்."
கணக்கு குறைந்தபட்ச நிலுவைகளில் உங்கள் கொள்கைகள் என்ன?,Account Minimum Balance Requirements are described in our account terms and conditions.Review the information of our website or contact the customer service.,ta,unknown,,கணக்கு குறைந்தபட்ச இருப்பு தேவைகள் எங்கள் கணக்கு விதிமுறைகள் மற்றும் நிபந்தனைகளில் விவரிக்கப்பட்டுள்ளன. எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 18.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 18,7%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 18.7%ஆகும்.
whatsup,Hello!,en,greeting,Hallo!,வணக்கம்!
What is the interest rate for a education loan?,The current interest rate for a education loan is 16.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 16,2%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 16.2%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 7.0%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 7,0%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 7.0%ஆகும்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 5.8%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 5,8%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 5.8%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 17.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 17,9%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 17.9%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 9.3%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 9,3%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 9.3%ஆகும்.
Wie kann ich mein Kreditlimit erhöhen?,"To request an increase in your credit limit, register in your online banking account and apply via the credit card section or call the customer service.",de,unknown,"Um eine Erhöhung Ihres Kreditlimits anzufordern, melden Sie sich in Ihrem Online -Banking -Konto an und bewerben Sie sich über den Kreditkartenabschnitt oder rufen Sie den Kundendienst an.",
Wie kann ich eine geplante Zahlung stornieren?,"To terminate a planned payment, register in your online banking account, navigate to ""planned payments"" and follow the instructions for canceling.",de,unknown,"Um eine geplante Zahlung zu kündigen, melden Sie sich in Ihr Online -Banking -Konto an, navigieren Sie zu „geplanten Zahlungen“ und befolgen Sie die Anweisungen zur Absage.",
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 13.2%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 13,2%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 13.2%ஆகும்.
Kann ich meine Debitkarte international verwenden?,"Yes, you can use your debit card internationally.Notify us before traveling to avoid problems, whereby your card is blocked.",de,unknown,"Ja, Sie können Ihre Debitkarte international verwenden. Benachrichtigen Sie uns vor dem Reisen, um Probleme zu vermeiden, wobei Ihre Karte blockiert wird.",
எனது சம்பள காசோலைக்கு நேரடி வைப்புத்தொகையை அமைக்கலாமா?,"Yes, you can set a direct deposit by providing your employer with your account number and our bank's routing number.",ta,unknown,,"ஆம், உங்கள் முதலாளிக்கு உங்கள் கணக்கு எண் மற்றும் எங்கள் வங்கியின் ரூட்டிங் எண்ணை வழங்குவதன் மூலம் நேரடி வைப்புத்தொகையை அமைக்கலாம்."
Can I get a copy of my account contract?,Request a copy of your account contract by contacting customer service or accessing your account documents through our online banking portal.,en,unknown,"Fordern Sie eine Kopie Ihres Kontovertrags an, indem Sie sich über unser Online -Banking -Portal kontaktieren oder auf Ihre Kontodokumente zugreifen.",வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் அல்லது எங்கள் ஆன்லைன் வங்கி போர்ட்டல் மூலம் உங்கள் கணக்கு ஆவணங்களை அணுகுவதன் மூலம் உங்கள் கணக்கு ஒப்பந்தத்தின் நகலைக் கோருங்கள்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 17.4%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 17,4%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 17.4%ஆகும்.
