Query,Response,language,intent
How can I access my account statements?,Access your account statements by logging into your online banking account and navigating to the 'Statements' section.,en,unknown
Kann ich mein Bankkonto mit meiner mobilen Brieftasche verknüpfen?,"Ja, Sie können Ihr Bankkonto mit Ihrer mobilen Brieftasche verknüpfen. Befolgen Sie die Anweisungen Ihrer mobilen Wallet -App, um Ihr Konto hinzuzufügen.",de,unknown
things you can do,I can answer to low-intermediate questions regarding college,en,task
Library information,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
what is the uniform,ENTER YOUR OWN UNIVERSITY UNIFORM CIRCULER,en,uniform
எனது கணக்கில் எதிர்பாராத கட்டணத்தைப் பெற்றால் நான் என்ன செய்ய வேண்டும்?,கட்டணம் தவறான அல்லது அங்கீகரிக்கப்படாதது என்று நீங்கள் நம்பினால் கட்டணம் விவரங்களை மதிப்பாய்வு செய்து வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள்.,ta,unknown
Does college have an uniform,ENTER YOUR OWN UNIVERSITY UNIFORM CIRCULER,en,uniform
timetable,"Timetable provide direct to the students OR To know about syllabus visit <a target=""_blank"" href=""TIMETABLE LINK""> here</a>",en,syllabus
ok,I am glad I helped you,en,salutaion
documents,"To know more about document required visit <a target=""_blank"" href=""ADD LINK OF ADMISSION GUIDANCE DOCUMENT FROM YOUR UNIVERSITY WEBSITE""> here</a>",en,document
When is semester exam,"Here is the Academic Calendar  <a target=""_blank"" href=""YOUR ACADEMIC CALENDER"">website</a>",en,sem
holidays,Academic calender is given to you by your class-soordinators after you join your respective classes,en,vacation
Wie aktiviere ich meine neue Kreditkarte?,"Aktivieren Sie Ihre neue Kreditkarte, indem Sie die mit Ihrer Karte bereitgestellte Aktivierungsnummer oder anmelden, indem Sie sich in Ihrem Online -Banking -Konto anmelden.",de,unknown
Thank You,I am glad I helped you,en,salutaion
Contact number?,You can contact at: NUMBER,en,number
தற்காலிக ஓவர் டிராஃப்ட் வரம்பு அதிகரிப்பு பெற முடியுமா?,"ஆம், வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலமோ அல்லது உங்கள் தேவைகளைப் பற்றி விவாதிக்க ஒரு கிளையைப் பார்வையிடுவதன் மூலமோ தற்காலிக ஓவர் டிராஃப்ட் வரம்பு அதிகரிப்பைக் கோரலாம்.",ta,unknown
computer hod,All engineering departments have only one hod XYZ who available on (PLACE NAME),en,computerhod
how are ya,Hello!,en,greeting
tell something about college timing,College is open 8am-5pm Monday-Saturday!,en,hours
Can I link my bank account to my mobile wallet?,"Yes, you can link your bank account to your mobile wallet. Follow the instructions provided by your mobile wallet app to add your account.",en,unknown
நான் நிதி ஆலோசகர் நியமனம் பெறலாமா?,"ஆம், எங்கள் அலுவலகத்தைத் தொடர்புகொள்வதன் மூலமோ அல்லது ஒரு கூட்டத்தை அமைக்க எங்கள் வலைத்தளத்தைப் பார்வையிடுவதன் மூலமோ நிதி ஆலோசகருடன் சந்திப்பை திட்டமிடலாம்.",ta,unknown
available scholarships,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
list of events conducted in college,"For event detail visit <a target=""_blank"" href=""ADD YOUR FUNCTIONS LINK OR YOUR OWN RESPONSE""> here</a>",en,event
Was sind Ihre Richtlinien für Inaktivitätsgebühren?,Die Inaktivitätsgebühren und -richtlinien für Kontoen sind in unserem Gebührenplan aufgeführt. Bitte überprüfen Sie die Informationen auf unserer Website oder wenden Sie sich an den Kundendienst.,de,unknown
வங்கியில் இருந்து வந்ததாகக் கூறி சந்தேகத்திற்கிடமான அழைப்பைப் பெற்றால் நான் என்ன செய்ய வேண்டும்?,எந்தவொரு தனிப்பட்ட தகவலையும் வழங்க வேண்டாம். அழைப்பின் சட்டபூர்வமான தன்மையை சரிபார்க்க எங்கள் அதிகாரப்பூர்வ தொலைபேசி எண்ணைப் பயன்படுத்தி வாடிக்கையாளர் சேவையைத் தொங்கவிட்டு தொடர்பு கொள்ளுங்கள்.,ta,unknown
Does college have canteen,Our university has canteen with variety of food available,en,canteen
"Was soll ich tun, wenn mein Konto eingefroren ist?","Wenn Ihr Konto eingefroren ist, wenden Sie sich sofort an unseren Kundendienst, um das Problem zu beheben und die erforderlichen Informationen bereitzustellen.",de,unknown
where can i get books,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
Kann ich Hilfe bei der Steueranmeldung bekommen?,"Um Hilfe bei der Steueranmeldung zu erhalten, sollten Sie sich mit einem Steuerberater oder Finanzplaner beraten lassen. Wir können auch Ressourcen und Unterstützung durch unsere Dienstleistungen anbieten.",de,unknown
max number of students,"For IT, Computer and extc 60 per branch and seat may be differ for different department.",en,college intake
Wie beantrage ich eine Kreditkarte?,"Um eine Kreditkarte zu beantragen, besuchen Sie unsere Website und füllen Sie das Online -Bewerbungsformular aus oder besuchen Sie eine Filiale, um sich persönlich zu bewerben.",de,unknown
கணக்கு பராமரிப்புக்கான உங்கள் கட்டணம் என்ன?,கணக்கு பராமரிப்புக்கான கட்டணங்களை எங்கள் கட்டண அட்டவணையில் காணலாம். எங்கள் வலைத்தளத்தின் தகவல்களை மதிப்பாய்வு செய்யவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.,ta,unknown
documents needed,"To know more about document required visit <a target=""_blank"" href=""ADD LINK OF ADMISSION GUIDANCE DOCUMENT FROM YOUR UNIVERSITY WEBSITE""> here</a>",en,document
floors in college,My College has total 2 floors ,en,floors
நீங்கள் நிதி கல்வியறிவு வளங்களை வழங்குகிறீர்களா?,"ஆம், நாங்கள் நிதி கல்வியறிவு வளங்களை வழங்குகிறோம். கல்விப் பொருட்கள் மற்றும் பட்டறைகளை அணுக எங்கள் வலைத்தளத்தைப் பார்வையிடவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.",ta,unknown
Wie kann ich meinen Kontotyp ändern?,"Um Ihren Kontotyp zu ändern, wenden Sie sich an den Kundendienst oder besuchen Sie eine Filiale, um die verfügbaren Optionen und Anforderungen zu besprechen.",de,unknown
Wie kann ich Hilfe bei finanziellen Notfällen bekommen?,"Um Hilfe bei finanziellen Notfällen zu erhalten, wenden Sie sich an den Kundendienst, um die verfügbaren Optionen und Support zu besprechen.",de,unknown
நான் சர்வதேச அளவில் பணத்தை மாற்ற முடியுமா?,"ஆம், நீங்கள் சர்வதேச அளவில் பணத்தை மாற்றலாம். சர்வதேச பரிமாற்ற விருப்பங்கள் மற்றும் கட்டணங்கள் குறித்த விவரங்களுக்கு எங்கள் வலைத்தளத்தைப் பாருங்கள் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.",ta,unknown
about holidays,Academic calender is given to you by your class-soordinators after you join your respective classes,en,vacation
it hod,All engineering departments have only one hod XYZ who available on (Place name),en,ithod
who designed you,College students,en,creator
Wie kann ich Hilfe bei Online -Banking -Problemen bekommen?,Für Unterstützung bei Online-Banking-Problemen wenden Sie sich an unser Kundendienstteam oder besuchen Sie eine Filiale für persönliche Hilfe.,de,unknown
how to contact college,You can contact at: NUMBER,en,number
what is IT syllabus,"Timetable provide direct to the students OR To know about syllabus visit <a target=""_blank"" href=""TIMETABLE LINK""> here</a>",en,syllabus
is ragging practice active in college,"We are Proud to tell you that our college provides ragging free environment, and we have strict rules against ragging",en,ragging
I love you,"I am not program for this, please ask appropriate query",en,random
What is college intake,"For IT, Computer and extc 60 per branch and seat may be differ for different department.",en,college intake
documents required for admision,"To know more about document required visit <a target=""_blank"" href=""ADD LINK OF ADMISSION GUIDANCE DOCUMENT FROM YOUR UNIVERSITY WEBSITE""> here</a>",en,document
How to take admission in your college,"Application can also be submitted online through the Unversity's  <a target=""_blank"" href=""LINK OF ADMISSION DOCUMENT"">website</a>",en,admission
do you have library,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
exam,"Here is the Academic Calendar  <a target=""_blank"" href=""YOUR ACADEMIC CALENDER"">website</a>",en,sem
fees,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
how can I reach college,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
How do I set up a new savings account?,"To set up a new savings account, visit our website or a branch and provide the necessary identification and documentation.",en,unknown
கடன் ஒருங்கிணைப்புக்கான கடன் பெற முடியுமா?,"ஆம், கடன் ஒருங்கிணைப்புக்கான கடன்களை நாங்கள் வழங்குகிறோம். கடன் அதிகாரியுடன் உங்கள் விருப்பங்களைப் பற்றி விவாதிக்க ஆன்லைனில் விண்ணப்பிக்கவும் அல்லது ஒரு கிளையைப் பார்வையிடவும்.",ta,unknown
எனது கடன் வரம்பை எவ்வாறு அதிகரிப்பது?,"உங்கள் கடன் வரம்பில் அதிகரிப்பு கோர, உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து கிரெடிட் கார்டு பிரிவு மூலம் விண்ணப்பிக்கவும் அல்லது வாடிக்கையாளர் சேவையை அழைக்கவும்.",ta,unknown
courses offered in (your univrsity(UNI) name),"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
Can I link multiple accounts for easier management?,"Yes, you can link multiple accounts for easier management through our online banking platform or mobile app.",en,unknown
Information Technology,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
உங்கள் கிளை நேரம் என்ன?,கிளை நேரம் இருப்பிடத்தின் அடிப்படையில் மாறுபடும். தயவுசெய்து எங்கள் வலைத்தளத்தைப் பார்வையிடவும் அல்லது குறிப்பிட்ட மணிநேர செயல்பாட்டிற்கு உங்கள் அருகிலுள்ள கிளையைத் தொடர்பு கொள்ளவும்.,ta,unknown
Tell me about library,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
admission,"Application can also be submitted online through the Unversity's  <a target=""_blank"" href=""LINK OF ADMISSION DOCUMENT"">website</a>",en,admission
when is exam,"Here is the Academic Calendar  <a target=""_blank"" href=""YOUR ACADEMIC CALENDER"">website</a>",en,sem
when will semester starts,Academic calender is given to you by your class-soordinators after you join your respective classes,en,vacation
Can I view my account activity history?,"Yes, you can view your account activity history by logging into your online banking account and accessing the 'Account Activity' section.",en,unknown
fees for non-AC room,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
எனது கணக்கு செயல்பாட்டு வரலாற்றை நான் பார்க்க முடியுமா?,"ஆம், உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து 'கணக்கு செயல்பாடு' பிரிவை அணுகுவதன் மூலம் உங்கள் கணக்கு செயல்பாட்டு வரலாற்றைக் காணலாம்.",ta,unknown
college location,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
Who is computer HOD,All engineering departments have only one hod XYZ who available on (PLACE NAME),en,computerhod
what is the name of the creators,College students,en,creator
what is the fees,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
list of scholarship,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
சர்வதேச கம்பி இடமாற்றங்களுக்கான உங்கள் கட்டணம் என்ன?,சர்வதேச கம்பி இடமாற்றங்களுக்கான கட்டணங்களை எங்கள் இணையதளத்தில் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் எங்கள் கட்டண அட்டவணையில் காணலாம்.,ta,unknown
Bieten Sie Kontoschutzdienstleistungen an?,"Ja, wir bieten Kontoschutzdienste an. Wenden Sie sich an den Kundendienst oder besuchen Sie unsere Website, um Informationen zu verfügbaren Schutzoptionen zu erhalten.",de,unknown
Was sind Ihre Verfahren für die Kontonabstimmung?,"Kontoabstimmungsverfahren finden Sie auf unserer Website oder durch Kontakt mit dem Kundendienst, um spezifische Details zu erhalten.",de,unknown
exam timetable,"Here is the Academic Calendar  <a target=""_blank"" href=""YOUR ACADEMIC CALENDER"">website</a>",en,sem
அடமானத்திற்கு விண்ணப்பிப்பதற்கான செயல்முறை என்ன?,"எங்கள் வலைத்தளத்தைப் பார்வையிடுவதன் மூலமும், ஆன்லைன் விண்ணப்பத்தை நிறைவு செய்வதன் மூலமும் அல்லது கடன் அதிகாரியுடன் உங்கள் விருப்பங்களைப் பற்றி விவாதிக்க ஒரு கிளையைப் பார்வையிடுவதன் மூலமும் அடமானத்திற்கு விண்ணப்பிக்கவும்.",ta,unknown
Can I set up direct deposit for my paycheck?,"Yes, you can set up direct deposit by providing your employer with your account number and our bank's routing number.",en,unknown
is there any library,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
facilities provided,"Our university's Engineering department provides fully AC Lab with internet connection, smart classroom, Auditorium, library,canteen",en,facilities
what are the events,"For event detail visit <a target=""_blank"" href=""ADD YOUR FUNCTIONS LINK OR YOUR OWN RESPONSE""> here</a>",en,event
information on fee,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
placement,"To know about placement visit <a target=""_blank"" href=""PLACEMENT INFORMATION LINK FROM YOUR UNIVERSITY WEBSITE IF THEY HAVE"">here</a>",en,placement
What is your policy on returned checks?,"Our policy on returned checks, including fees and procedures, can be found on our website or by contacting customer service.",en,unknown
how to reach college,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
Wie verwalte ich meine Kontowarnungen?,"Verwalten Sie Ihre Kontowarnungen, indem Sie sich in Ihrem Online -Banking -Konto anmelden und auf den Abschnitt ""Warnungen"" zugreifen, um Ihre Benachrichtigungen anzupassen.",de,unknown
timing college,College is open 8am-5pm Monday-Saturday!,en,hours
Do you offer student accounts?,"Yes, we offer student accounts with special features and benefits. Please visit our student accounts page or contact customer service for details.",en,unknown
What is your policy on account minimum balances?,Our policy on minimum balances varies by account type. Please review the account details on our website or contact customer service for specifics.,en,unknown
எனது கணக்கு அறிக்கைகளை ஆன்லைனில் எவ்வாறு அணுகுவது?,"உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து, உங்கள் கணக்கு அறிக்கைகளைக் காணவும் பதிவிறக்கவும் 'அறிக்கைகள்' பிரிவுக்கு செல்லவும்.",ta,unknown
How do I set up a new direct deposit?,Set up a new direct deposit by providing your employer with your bank account details and instructions or by configuring it through your online banking account.,en,unknown
What should I do if my account is frozen?,"If your account is frozen, contact our customer service immediately to resolve the issue and provide any necessary information.",en,unknown
IT scholarship,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
புதிய சேமிப்புக் கணக்கை எவ்வாறு அமைப்பது?,"புதிய சேமிப்புக் கணக்கை அமைக்க, எங்கள் வலைத்தளம் அல்லது ஒரு கிளையைப் பார்வையிட்டு தேவையான அடையாளம் மற்றும் ஆவணங்களை வழங்கவும்.",ta,unknown
when are you guys open,College is open 8am-5pm Monday-Saturday!,en,hours
"Was soll ich tun, wenn ich einen verdächtigen Anruf erhalte, der behauptet, von der Bank zu sein?","Geben Sie keine persönlichen Daten an. Hängen Sie auf und wenden Sie sich mit unserer offiziellen Telefonnummer an den Kundendienst, um die Legitimität des Anrufs zu überprüfen.",de,unknown
ஹாய்,"ஹாய், என் பெயர் XYZ வங்கியில் இருந்து ஆலிஸ். நான் உங்களுக்கு எவ்வாறு உதவ முடியும்?",ta,unknown
Was sind Ihre Verfahren für die Berichterstattung über verlorene oder gestohlene Karten?,"Melden Sie verlorene oder gestohlene Karten sofort, indem Sie sich an den Kundendienst wenden, um die Karte zu blockieren und einen Ersatz anzufordern.",de,unknown
what foods can we get in college canteen,"we serve Franky, Locho, Alu-puri, Kachori, Khavsa, Thaali and many more on menu",en,menu
Wie kann ich eine vorübergehende Erhöhung meiner Auszahlungsgrenze anfordern?,"Um eine vorübergehende Erhöhung Ihres Auszahlungslimits zu beantragen, wenden Sie sich an den Kundendienst oder besuchen Sie eine Filiale, um Ihre Anfrage zu besprechen.",de,unknown
do you guys have hostel,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
when should i come to college,College is open 8am-5pm Monday-Saturday!,en,hours
What is your policy on account inactivity fees?,Account inactivity fees and policies are detailed in our fee schedule. Please review the information on our website or contact customer service for details.,en,unknown
How do I change my account password?,"To change your account password, log into your online banking account, go to the 'Security' settings, and follow the instructions to update your password.",en,unknown
who made you,College students,en,creator
college library,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
What are your procedures for reporting lost or stolen cards?,Report lost or stolen cards immediately by contacting customer service to block the card and request a replacement.,en,unknown
k,I am glad I helped you,en,salutaion
list of courses offered in,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
How can I get a loan statement?,"Request a loan statement by logging into your online banking account, contacting customer service, or by visiting a branch.",en,unknown
How can I increase my credit limit?,"To request an increase in your credit limit, log into your online banking account and apply through the credit card section or call customer service.",en,unknown
ஒரு பரிவர்த்தனையை மறுப்பதற்கான செயல்முறை என்ன?,"ஒரு பரிவர்த்தனையை மறுக்க, நீங்கள் தகராறு செய்ய விரும்பும் பரிவர்த்தனை பற்றிய உங்கள் கணக்கு விவரங்கள் மற்றும் தகவல்களுடன் எங்கள் வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள்.",ta,unknown
Do you offer investment services?,"Yes, we offer a range of investment services. Please visit our investment services page or contact a financial advisor for more information.",en,unknown
when is the college open,College is open 8am-5pm Monday-Saturday!,en,hours
Wie kann ich eine Krediterhöhung auf meiner Karte anfordern?,"Fordern Sie eine Krediterhöhung an, indem Sie sich auf Ihr Online -Banking -Konto anmelden oder sich an den Kundendienst wenden, um Ihre Anfrage zu besprechen.",de,unknown
ஓய்வூதியக் கணக்குகளுக்கான உங்கள் விருப்பங்கள் என்ன?,ஐஆர்ஏஎஸ் மற்றும் 401 (கே) கள் உள்ளிட்ட பல்வேறு ஓய்வூதிய கணக்கு விருப்பங்களை நாங்கள் வழங்குகிறோம். தயவுசெய்து எங்கள் ஓய்வூதிய திட்டமிடல் பக்கத்தைப் பார்வையிடவும் அல்லது நிதி ஆலோசகரை அணுகவும்.,ta,unknown
நிதி திட்டமிடலில் நான் உதவி பெற முடியுமா?,"ஆம், நாங்கள் நிதி திட்டமிடல் உதவியை வழங்குகிறோம். உங்கள் நிதிகளைத் திட்டமிடுவதற்கும் நிர்வகிப்பதற்கும் உதவி பெற எங்கள் நிதி ஆலோசகர்களைத் தொடர்பு கொள்ளுங்கள்.",ta,unknown
What should I do if I suspect my account has been compromised?,Immediately contact our customer service to report the issue and take steps to secure your account from further unauthorized access.,en,unknown
Bieten Sie Studentenkonten an?,"Ja, wir bieten Studentenkonten mit besonderen Funktionen und Vorteilen an. Bitte besuchen Sie unsere Seite für Studentenkonten oder wenden Sie sich an den Kundendienst für Details.",de,unknown
What is the process for admission,"Application can also be submitted online through the Unversity's  <a target=""_blank"" href=""LINK OF ADMISSION DOCUMENT"">website</a>",en,admission
scholarship engineering,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
Wie melde ich eine verlorene oder gestohlene Debitkarte?,"Melden Sie eine verlorene oder gestohlene Debitkarte sofort, indem Sie unseren Kundendienst unter 1-800-123-4567 oder über unsere mobile App anrufen.",de,unknown
Who is college principal,XYZ is college principal and if you need any help then call your branch hod first.That is more appropriate,en,principal
ஒரு வணிகத்திற்கான கடன் பெற முடியுமா?,"ஆம், நாங்கள் வணிக கடன்களை வழங்குகிறோம். கடன் அதிகாரியுடன் உங்கள் வணிக கடன் விருப்பங்களைப் பற்றி விவாதிக்க ஆன்லைனில் விண்ணப்பிக்கவும் அல்லது ஒரு கிளையைப் பார்வையிடவும்.",ta,unknown
scholarship ce,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
who created you,College students,en,creator
i got to go,Sad to see you go :(,en,goodbye
hod,"HODs differ for each branch, please be more specific like: (HOD it)",en,hod
எனது கணக்கு ஒப்பந்தத்தின் நகலைப் பெறலாமா?,வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் அல்லது எங்கள் ஆன்லைன் வங்கி போர்ட்டல் மூலம் உங்கள் கணக்கு ஆவணங்களை அணுகுவதன் மூலம் உங்கள் கணக்கு ஒப்பந்தத்தின் நகலைக் கோருங்கள்.,ta,unknown
கணக்கு ஓவர் டிராப்டில் உங்கள் கொள்கைகள் என்ன?,ஓவர் டிராஃப்ட் பாதுகாப்பு மற்றும் கட்டணங்கள் குறித்த எங்கள் கொள்கைகள் எங்கள் வலைத்தளத்தில் அல்லது குறிப்பிட்ட விவரங்களுக்கு வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் காணலாம்.,ta,unknown
தொடர்ச்சியான கொடுப்பனவுகளை நான் திட்டமிடலாமா?,"ஆம், உங்கள் பில்களுக்கான தானியங்கி கொடுப்பனவுகளை அமைப்பதன் மூலம் எங்கள் ஆன்லைன் வங்கி போர்டல் அல்லது மொபைல் பயன்பாட்டின் மூலம் தொடர்ச்சியான கொடுப்பனவுகளை நீங்கள் திட்டமிடலாம்.",ta,unknown
fees for first year,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
scholarship chemical,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
Wie beantrage ich ein persönliches Darlehen?,"Beantragen Sie ein persönliches Darlehen, indem Sie unsere Website besuchen, um die Online -Bewerbung abzuschließen oder eine Filiale zu besuchen, um Ihre Optionen mit einem Kreditsachen zu besprechen.",de,unknown
Where is principal's office,XYZ is college principal and if you need any help then call your branch hod first.That is more appropriate,en,principal
what are you called,You can call me Mind Reader.,en,name
How do I change my account settings?,Change your account settings by logging into your online banking account and navigating to the 'Settings' section.,en,unknown
fees for non-Ac room for girls,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
Wie richte ich eine automatische Übertragung zwischen Konten ein?,"Richten Sie eine automatische Übertragung ein, indem Sie sich in Ihrem Online -Banking -Konto anmelden, ""Übertragungsfonds"" auswählen und die Überweisungen planen.",de,unknown
What do I need to provide to open a bank account?,"You will need to provide a valid ID, proof of address, and your Social Security Number or equivalent identification number.",en,unknown
idiot,please use appropriate language,en,swear
hostel fees,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
How can I get a replacement for a damaged card?,"To get a replacement for a damaged card, contact customer service or visit a branch to request a new card.",en,unknown
மொபைல் பயன்பாடு மூலம் எனது கணக்கை அணுக முடியுமா?,"ஆம், iOS மற்றும் Android சாதனங்களில் பதிவிறக்குவதற்கு எங்கள் மொபைல் பயன்பாடு மூலம் உங்கள் கணக்கை அணுகலாம்.",ta,unknown
How do I set up online banking?,"To set up online banking, visit our website and follow the instructions to register for online access using your account information.",en,unknown
What is your contact no,You can contact at: NUMBER,en,number
Bieten Sie Ressourcen für finanzielle Kompetenz an?,"Ja, wir bieten Ressourcen für finanzielle Kompetenz an. Besuchen Sie unsere Website oder wenden Sie sich an den Kundendienst, um auf Bildungsmaterial und Workshops zuzugreifen.",de,unknown
ttyl,Sad to see you go :(,en,goodbye
Bieten Sie Altersvorsorgeplanungsdienste an?,"Ja, wir bieten Altersvorsorgeplanungsdienste an. Kontaktieren Sie uns, um ein Treffen mit einem Berater für die Altersvorsorge zu planen.",de,unknown
What are the benefits of having a checking account?,"Checking accounts offer features such as easy access to funds, direct deposit, and check writing. Review our account options for more details.",en,unknown
Kann ich Warnungen für ungewöhnliche Kontoaktivitäten einrichten?,"Ja, Sie können Warnungen für ungewöhnliche Kontoaktivitäten über unsere Online -Banking -Plattform oder mobile App einrichten, um Ihr Konto genauer zu überwachen.",de,unknown
fees for Ac room for girls,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
Wie greife ich online auf meine Kontoaussagen zu?,"Melden Sie sich in Ihr Online -Banking -Konto an und navigieren Sie zum Abschnitt ""Anweisungen"", um Ihre Kontoanweisungen anzuzeigen und herunterzuladen.",de,unknown
how many committee are there in college,For the various committe in college contact this number: ADD NUMBER,en,committee
எனது புதிய கிரெடிட் கார்டை எவ்வாறு செயல்படுத்துவது?,உங்கள் அட்டையுடன் வழங்கப்பட்ட செயல்படுத்தும் எண்ணை அழைப்பதன் மூலம் அல்லது உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைவதன் மூலம் உங்கள் புதிய கிரெடிட் கார்டை செயல்படுத்தவும்.,ta,unknown
What are your fees for overdraft protection?,Fees for overdraft protection vary. Please refer to our fee schedule on our website or contact customer service for details.,en,unknown
Was sind Ihre Zweigzeiten?,"Die Filiale variieren je nach Standort. Bitte besuchen Sie unsere Website oder wenden Sie sich an die nächstgelegene Niederlassung, um bestimmte Betriebszeiten zu erhalten.",de,unknown
where is the hostel,"For hostel detail visit <a target=""_blank"" href=""ADD YOUR HOSTEL DETAIL PDF LINK OR ANY INFORMATION LINK OR ADD YOU OWN ANSWERS""> here</a>",en,hostel
Kann ich ein Darlehen für Schuldenkonsolidierung erhalten?,"Ja, wir bieten Kredite für Schuldenkonsolidierung an. Bewerben Sie sich online oder besuchen Sie eine Filiale, um Ihre Optionen mit einem Kreditsachen zu besprechen.",de,unknown
இழந்த அல்லது திருடப்பட்ட அட்டைகளைப் புகாரளிப்பதற்கான உங்கள் நடைமுறைகள் என்ன?,அட்டையைத் தடுக்க வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் உடனடியாக இழந்த அல்லது திருடப்பட்ட அட்டைகளை அறிக்கை செய்யுங்கள்.,ta,unknown
எனது கணக்கு பரிவர்த்தனைகளுக்கான விழிப்பூட்டல்களை எவ்வாறு அமைப்பது?,உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து பல்வேறு கணக்கு நடவடிக்கைகளுக்கான அறிவிப்புகளைத் தனிப்பயனாக்க 'எச்சரிக்கைகள்' விருப்பத்தைத் தேர்ந்தெடுப்பதன் மூலம் கணக்கு விழிப்பூட்டல்களை அமைக்கலாம்.,ta,unknown
antiragging facility,"We are Proud to tell you that our college provides ragging free environment, and we have strict rules against ragging",en,ragging
does the college have library facility,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
who am i taking to,You can call me Mind Reader.,en,name
what are the thing you can do,I can answer to low-intermediate questions regarding college,en,task
contact info,You can contact at: NUMBER,en,number
திரும்பிய காசோலைகளில் உங்கள் கொள்கை என்ன?,கட்டணம் மற்றும் நடைமுறைகள் உள்ளிட்ட திரும்பிய காசோலைகள் குறித்த எங்கள் கொள்கையை எங்கள் வலைத்தளத்திலோ அல்லது வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலமோ காணலாம்.,ta,unknown
fees for Ac room for boys,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
fees for AC room,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
